x	y
5	22
4.8989898989899	21.0001020304051
4.7979797979798	20.0206101418223
4.6969696969697	19.0615243342516
4.5959595959596	18.1228446076931
4.4949494949495	17.2045709621467
4.39393939393939	16.3067033976125
4.29292929292929	15.4292419140904
4.19191919191919	14.5721865115805
4.09090909090909	13.7355371900826
3.98989898989899	12.919293949597
3.88888888888889	12.1234567901235
3.78787878787879	11.3480257116621
3.68686868686869	10.5930007142128
3.58585858585859	9.85838179777573
3.48484848484849	9.14416896235078
3.38383838383838	8.45036220793797
3.28282828282828	7.77696153453729
3.18181818181818	7.12396694214876
3.08080808080808	6.49137843077237
2.97979797979798	5.87919600040812
2.87878787878788	5.28741965105602
2.77777777777778	4.71604938271605
2.67676767676768	4.16508519538823
2.57575757575758	3.63452708907254
2.47474747474748	3.124375063769
2.37373737373737	2.6346291194776
2.27272727272727	2.16528925619835
2.17171717171717	1.71635547393123
2.07070707070707	1.28782777267626
1.96969696969697	0.879706152433425
1.86868686868687	0.491990613202735
1.76767676767677	0.124681154984185
1.66666666666667	-0.222222222222223
1.56565656565657	-0.548719518416488
1.46464646464646	-0.854810733598613
1.36363636363636	-1.14049586776859
1.26262626262626	-1.40577492092644
1.16161616161616	-1.65064789307214
1.06060606060606	-1.87511478420569
0.959595959595959	-2.07917559432711
0.858585858585859	-2.26283032343638
0.757575757575758	-2.42607897153352
0.656565656565657	-2.56892153861851
0.555555555555555	-2.69135802469136
0.454545454545455	-2.79338842975207
0.353535353535354	-2.87501275380063
0.252525252525253	-2.93623099683706
0.151515151515151	-2.97704315886134
0.0505050505050502	-2.99744923987348
-0.0505050505050502	-2.99744923987348
-0.151515151515151	-2.97704315886134
-0.252525252525253	-2.93623099683706
-0.353535353535354	-2.87501275380063
-0.454545454545454	-2.79338842975207
-0.555555555555555	-2.69135802469136
-0.656565656565657	-2.56892153861851
-0.757575757575758	-2.42607897153352
-0.858585858585858	-2.26283032343639
-0.959595959595959	-2.07917559432711
-1.06060606060606	-1.87511478420569
-1.16161616161616	-1.65064789307214
-1.26262626262626	-1.40577492092644
-1.36363636363636	-1.1404958677686
-1.46464646464646	-0.854810733598613
-1.56565656565657	-0.548719518416488
-1.66666666666667	-0.222222222222221
-1.76767676767677	0.124681154984184
-1.86868686868687	0.491990613202734
-1.96969696969697	0.879706152433425
-2.07070707070707	1.28782777267626
-2.17171717171717	1.71635547393123
-2.27272727272727	2.16528925619835
-2.37373737373737	2.6346291194776
-2.47474747474748	3.124375063769
-2.57575757575758	3.63452708907254
-2.67676767676768	4.16508519538822
-2.77777777777778	4.71604938271605
-2.87878787878788	5.28741965105602
-2.97979797979798	5.87919600040812
-3.08080808080808	6.49137843077237
-3.18181818181818	7.12396694214876
-3.28282828282828	7.77696153453729
-3.38383838383838	8.45036220793797
-3.48484848484848	9.14416896235078
-3.58585858585859	9.85838179777574
-3.68686868686869	10.5930007142128
-3.78787878787879	11.3480257116621
-3.88888888888889	12.1234567901235
-3.98989898989899	12.919293949597
-4.09090909090909	13.7355371900826
-4.19191919191919	14.5721865115805
-4.29292929292929	15.4292419140904
-4.39393939393939	16.3067033976125
-4.4949494949495	17.2045709621467
-4.5959595959596	18.1228446076931
-4.6969696969697	19.0615243342516
-4.7979797979798	20.0206101418223
-4.8989898989899	21.0001020304051
-5	22
